#STAID, SOUID,    DATE,   RR, Q_RR
   173,   554,18680210,    0,    0
   173,   554,18680211,    0,    0
   173,   554,18680212,    0,    0
   173,   554,18680213,    0,    0
   173,   554,18680214,    0,    0
   173,   554,18680215,    0,    0
   173,   554,18680216,    0,    0
   173,   554,18680217,    0,    0
   173,   554,18680218,    0,    0
   173,   554,18680219,    0,    0
   173,   554,18680220,    0,    0
   173,   554,18680221,    0,    0
   173,   554,18680222,    0,    0
   173,   554,18680223,   37,    0
   173,   554,18680224,    0,    0
   173,   554,18680225,    0,    0
   173,   554,18680226,    0,    0
   173,   554,18680227,    0,    0
   173,   554,18680228,    0,    0
   173,   554,18680229,    0,    0
   173,   554,18680301,  100,    0
   173,   554,18680302,    0,    0
   173,   554,18680303,    0,    0
   173,   554,18680304,    0,    0
   173,   554,18680305,    0,    0
   173,   554,18680306,    0,    0
   173,   554,18680307,    0,    0
   173,   554,18680308,    0,    0
   173,   554,18680309,   22,    0
   173,   554,18680310,    0,    0
   173,   554,18680311,  120,    0
   173,   554,18680312,    7,    0
   173,   554,18680313,    0,    0
   173,   554,18680314,    0,    0
   173,   554,18680315,    0,    0
   173,   554,18680316,    0,    0
   173,   554,18680317,    0,    0
   173,   554,18680318,  197,    0
   173,   554,18680319,   51,    0
   173,   554,18680320,    0,    0
   173,   554,18680321,    0,    0
   173,   554,18680322,    0,    0
   173,   554,18680323,    0,    0
   173,   554,18680324,   16,    0
   173,   554,18680325,    0,    0
   173,   554,18680326,    0,    0
   173,   554,18680327,    0,    0
   173,   554,18680328,    0,    0
   173,   554,18680329,    0,    0
   173,   554,18680330,    0,    0
   173,   554,18680331,    0,    0
   173,   554,18680401,    0,    0
   173,   554,18680402,    0,    0
   173,   554,18680403,    0,    0
   173,   554,18680404,    0,    0
   173,   554,18680405,    0,    0
   173,   554,18680406,    0,    0
   173,   554,18680407,    0,    0
   173,   554,18680408,  181,    0
   173,   554,18680409,  113,    0
   173,   554,18680410,   11,    0
   173,   554,18680411,    0,    0
   173,   554,18680412,    0,    0
   173,   554,18680413,    0,    0
   173,   554,18680414,    0,    0
   173,   554,18680415,    0,    0
   173,   554,18680416,    0,    0
   173,   554,18680417,    0,    0
   173,   554,18680418,    0,    0
   173,   554,18680419,    0,    0
   173,   554,18680420,  291,    0
   173,   554,18680421,    0,    0
   173,   554,18680422,    0,    0
   173,   554,18680423,    0,    0
   173,   554,18680424,    0,    0
   173,   554,18680425,    0,    0
   173,   554,18680426,    0,    0
   173,   554,18680427,    0,    0
   173,   554,18680428,    0,    0
   173,   554,18680429,    0,    0
   173,   554,18680430,    0,    0
   173,   554,18680501,    0,    0
   173,   554,18680502,    0,    0
   173,   554,18680503,    0,    0
   173,   554,18680504,    0,    0
   173,   554,18680505,    0,    0
   173,   554,18680506,   34,    0
   173,   554,18680507,  551,    0
   173,   554,18680508,   27,    0
   173,   554,18680509,    5,    0
   173,   554,18680510,    0,    0
   173,   554,18680511,    0,    0
   173,   554,18680512,    0,    0
   173,   554,18680513,  118,    0
   173,   554,18680514,   34,    0
   173,   554,18680515,    0,    0
   173,   554,18680516,    0,    0
   173,   554,18680517,    0,    0
   173,   554,18680518,    0,    0
   173,   554,18680519,    0,    0
   173,   554,18680520,    0,    0
   173,   554,18680521,   11,    0
   173,   554,18680522,   16,    0
   173,   554,18680523,    0,    0
   173,   554,18680524,    0,    0
   173,   554,18680525,    0,    0
   173,   554,18680526,    0,    0
   173,   554,18680527,    0,    0
   173,   554,18680528,    1,    0
   173,   554,18680529,   14,    0
   173,   554,18680530,    0,    0
   173,   554,18680531,    0,    0
   173,   554,18680601,    0,    0
   173,   554,18680602,  170,    0
   173,   554,18680603,   11,    0
   173,   554,18680604,    2,    0
   173,   554,18680605,    3,    0
   173,   554,18680606,    0,    0
   173,   554,18680607,    0,    0
   173,   554,18680608,   57,    0
   173,   554,18680609,  397,    0
   173,   554,18680610,   49,    0
   173,   554,18680611,    0,    0
   173,   554,18680612,   11,    0
   173,   554,18680613,    6,    0
   173,   554,18680614,   11,    0
   173,   554,18680615,    0,    0
   173,   554,18680616,    0,    0
   173,   554,18680617,  102,    0
   173,   554,18680618,    1,    0
   173,   554,18680619,    0,    0
   173,   554,18680620,   11,    0
   173,   554,18680621,    5,    0
   173,   554,18680622,    0,    0
   173,   554,18680623,   24,    0
   173,   554,18680624,   34,    0
   173,   554,18680625,    0,    0
   173,   554,18680626,    0,    0
   173,   554,18680627,    0,    0
   173,   554,18680628,    0,    0
   173,   554,18680629,    0,    0
   173,   554,18680630,    0,    0
   173,   554,18680701,   68,    0
   173,   554,18680702,    0,    0
   173,   554,18680703,   57,    0
   173,   554,18680704,    0,    0
   173,   554,18680705,    0,    0
   173,   554,18680706,    0,    0
   173,   554,18680707,    0,    0
   173,   554,18680708,   11,    0
   173,   554,18680709,    0,    0
   173,   554,18680710,    0,    0
   173,   554,18680711,    0,    0
   173,   554,18680712,    0,    0
   173,   554,18680713,    0,    0
   173,   554,18680714,    0,    0
   173,   554,18680715,    0,    0
   173,   554,18680716,    0,    0
   173,   554,18680717,    0,    0
   173,   554,18680718,    0,    0
   173,   554,18680719,    0,    0
   173,   554,18680720,    0,    0
   173,   554,18680721,    0,    0
   173,   554,18680722,    0,    0
   173,   554,18680723,    0,    0
   173,   554,18680724,    0,    0
   173,   554,18680725,    0,    0
   173,   554,18680726,    0,    0
   173,   554,18680727,    0,    0
   173,   554,18680728,  225,    0
   173,   554,18680729,   45,    0
   173,   554,18680730,    2,    0
   173,   554,18680731,    0,    0
   173,   554,18680801,    0,    0
   173,   554,18680802,    0,    0
   173,   554,18680803,    0,    0
   173,   554,18680804,  147,    0
   173,   554,18680805,  288,    0
   173,   554,18680806,    0,    0
   173,   554,18680807,    0,    0
   173,   554,18680808,    0,    0
   173,   554,18680809,    0,    0
   173,   554,18680810,    0,    0
   173,   554,18680811,   22,    0
   173,   554,18680812,    3,    0
   173,   554,18680813,    0,    0
   173,   554,18680814,  255,    0
   173,   554,18680815,    0,    0
   173,   554,18680816,  147,    0
   173,   554,18680817,   84,    0
   173,   554,18680818,    0,    0
   173,   554,18680819,    8,    0
   173,   554,18680820,  420,    0
   173,   554,18680821,    0,    0
   173,   554,18680822,    0,    0
   173,   554,18680823,    0,    0
   173,   554,18680824,   85,    0
   173,   554,18680825,    6,    0
   173,   554,18680826,    0,    0
   173,   554,18680827,    0,    0
   173,   554,18680828,    0,    0
   173,   554,18680829,    0,    0
   173,   554,18680830,    0,    0
   173,   554,18680831,    0,    0
   173,   554,18680901,    0,    0
   173,   554,18680902,    0,    0
   173,   554,18680903,    0,    0
   173,   554,18680904,    0,    0
   173,   554,18680905,    0,    0
   173,   554,18680906,    0,    0
   173,   554,18680907,    0,    0
   173,   554,18680908,    0,    0
   173,   554,18680909,    0,    0
   173,   554,18680910,    0,    0
   173,   554,18680911,    0,    0
   173,   554,18680912,    0,    0
   173,   554,18680913,  152,    0
   173,   554,18680914,   68,    0
   173,   554,18680915,   57,    0
   173,   554,18680916,    0,    0
   173,   554,18680917,   79,    0
   173,   554,18680918,   11,    0
   173,   554,18680919,  390,    0
   173,   554,18680920,    0,    0
   173,   554,18680921,  420,    0
   173,   554,18680922,  372,    0
   173,   554,18680923,    0,    0
   173,   554,18680924,    0,    0
   173,   554,18680925,    0,    0
   173,   554,18680926,   65,    0
   173,   554,18680927,   16,    0
   173,   554,18680928,    0,    0
   173,   554,18680929,    0,    0
   173,   554,18680930,   82,    0
   173,   554,18681001,   26,    0
   173,   554,18681002,   29,    0
   173,   554,18681003,  193,    0
   173,   554,18681004,  197,    0
   173,   554,18681005,    0,    0
   173,   554,18681006,   14,    0
   173,   554,18681007,   91,    0
   173,   554,18681008,   45,    0
   173,   554,18681009,    0,    0
   173,   554,18681010,    0,    0
   173,   554,18681011,    0,    0
   173,   554,18681012,    0,    0
   173,   554,18681013,    0,    0
   173,   554,18681014,    0,    0
   173,   554,18681015,    0,    0
   173,   554,18681016,    0,    0
   173,   554,18681017,    0,    0
   173,   554,18681018,  283,    0
   173,   554,18681019,  113,    0
   173,   554,18681020,    0,    0
   173,   554,18681021,    0,    0
   173,   554,18681022,   57,    0
   173,   554,18681023,    0,    0
   173,   554,18681024,    0,    0
   173,   554,18681025,    0,    0
   173,   554,18681026,    0,    0
   173,   554,18681027,   57,    0
   173,   554,18681028,    9,    0
   173,   554,18681029,    0,    0
   173,   554,18681030,    0,    0
   173,   554,18681031,    0,    0
   173,   554,18681101,    0,    0
   173,   554,18681102,    0,    0
   173,   554,18681103,    0,    0
   173,   554,18681104,    0,    0
   173,   554,18681105,    0,    0
   173,   554,18681106,   67,    0
   173,   554,18681107,   91,    0
   173,   554,18681108,  288,    0
   173,   554,18681109,    0,    0
   173,   554,18681110,    0,    0
   173,   554,18681111,    0,    0
   173,   554,18681112,    0,    0
   173,   554,18681113,    0,    0
   173,   554,18681114,  134,    0
   173,   554,18681115,    0,    0
   173,   554,18681116,    0,    0
   173,   554,18681117,    0,    0
   173,   554,18681118,    0,    0
   173,   554,18681119,    0,    0
   173,   554,18681120,    0,    0
   173,   554,18681121,    0,    0
   173,   554,18681122,    0,    0
   173,   554,18681123,   59,    0
   173,   554,18681124,  561,    0
   173,   554,18681125,   79,    0
   173,   554,18681126,   11,    0
   173,   554,18681127,    0,    0
   173,   554,18681128,   11,    0
   173,   554,18681129,    0,    0
   173,   554,18681130,    0,    0
   173,   554,18681201,    0,    0
   173,   554,18681202,    0,    0
   173,   554,18681203,    0,    0
   173,   554,18681204,   17,    0
   173,   554,18681205,    0,    0
   173,   554,18681206,   11,    0
   173,   554,18681207,   24,    0
   173,   554,18681208,   27,    0
   173,   554,18681209,    0,    0
   173,   554,18681210,    0,    0
   173,   554,18681211,    0,    0
   173,   554,18681212,    0,    0
   173,   554,18681213,   18,    0
   173,   554,18681214,   11,    0
   173,   554,18681215,   48,    0
   173,   554,18681216,  136,    0
   173,   554,18681217,    0,    0
   173,   554,18681218,    5,    0
   173,   554,18681219,   23,    0
   173,   554,18681220,   36,    0
   173,   554,18681221,    0,    0
   173,   554,18681222,  113,    0
   173,   554,18681223,   34,    0
   173,   554,18681224,    2,    0
   173,   554,18681225,    0,    0
   173,   554,18681226,    0,    0
   173,   554,18681227,    6,    0
   173,   554,18681228,    0,    0
   173,   554,18681229,  102,    0
   173,   554,18681230,  147,    0
   173,   554,18681231,  102,    0
   173,   554,18690101,    0,    0
   173,   554,18690102,    0,    0
   173,   554,18690103,    0,    0
   173,   554,18690104,    0,    0
   173,   554,18690105,    0,    0
   173,   554,18690106,    0,    0
   173,   554,18690107,    0,    0
   173,   554,18690108,    0,    0
   173,   554,18690109,    0,    0
   173,   554,18690110,    0,    0
   173,   554,18690111,    0,    0
   173,   554,18690112,    0,    0
   173,   554,18690113,    0,    0
   173,   554,18690114,   40,    0
   173,   554,18690115,    0,    0
   173,   554,18690116,    0,    0
   173,   554,18690117,    0,    0
   173,   554,18690118,    0,    0
   173,   554,18690119,    0,    0
   173,   554,18690120,    0,    0
   173,   554,18690121,    0,    0
   173,   554,18690122,    0,    0
   173,   554,18690123,    0,    0
   173,   554,18690124,    0,    0
   173,   554,18690125,    0,    0
   173,   554,18690126,    0,    0
   173,   554,18690127,    0,    0
   173,   554,18690128,    0,    0
   173,   554,18690129,  155,    0
   173,   554,18690130,    0,    0
   173,   554,18690131,    0,    0
   173,   554,18690201,  125,    0
   173,   554,18690202,   34,    0
   173,   554,18690203,    0,    0
   173,   554,18690204,    0,    0
   173,   554,18690205,    0,    0
   173,   554,18690206,    0,    0
   173,   554,18690207,    0,    0
   173,   554,18690208,    0,    0
   173,   554,18690209,    0,    0
   173,   554,18690210,    0,    0
   173,   554,18690211,    0,    0
   173,   554,18690212,    0,    0
   173,   554,18690213,   11,    0
   173,   554,18690214,    0,    0
   173,   554,18690215,    0,    0
   173,   554,18690216,    0,    0
   173,   554,18690217,    0,    0
   173,   554,18690218,    3,    0
   173,   554,18690219,    9,    0
   173,   554,18690220,  121,    0
   173,   554,18690221,   41,    0
   173,   554,18690222,    0,    0
   173,   554,18690223,    0,    0
   173,   554,18690224,    0,    0
   173,   554,18690225,    0,    0
   173,   554,18690226,    0,    0
   173,   554,18690227,    0,    0
   173,   554,18690228,    0,    0
   173,   554,18690301,   68,    0
   173,   554,18690302,    0,    0
   173,   554,18690303,    0,    0
   173,   554,18690304,    0,    0
   173,   554,18690305,    0,    0
   173,   554,18690306,    0,    0
   173,   554,18690307,    0,    0
   173,   554,18690308,    0,    0
   173,   554,18690309,    0,    0
   173,   554,18690310,   57,    0
   173,   554,18690311,   34,    0
   173,   554,18690312,   25,    0
   173,   554,18690313,   34,    0
   173,   554,18690314,    0,    0
   173,   554,18690315,   91,    0
   173,   554,18690316,   45,    0
   173,   554,18690317,    0,    0
   173,   554,18690318,    0,    0
   173,   554,18690319,    0,    0
   173,   554,18690320,  379,    0
   173,   554,18690321,   96,    0
   173,   554,18690322,    0,    0
   173,   554,18690323,   11,    0
   173,   554,18690324,    0,    0
   173,   554,18690325,    0,    0
   173,   554,18690326,    0,    0
   173,   554,18690327,   57,    0
   173,   554,18690328,   91,    0
   173,   554,18690329,   96,    0
   173,   554,18690330,    0,    0
   173,   554,18690331,  113,    0
   173,   554,18690401,   10,    0
   173,   554,18690402,    0,    0
   173,   554,18690403,    0,    0
   173,   554,18690404,   68,    0
   173,   554,18690405,    5,    0
   173,   554,18690406,    0,    0
   173,   554,18690407,    0,    0
   173,   554,18690408,    0,    0
   173,   554,18690409,    0,    0
   173,   554,18690410,    0,    0
   173,   554,18690411,    0,    0
   173,   554,18690412,    0,    0
   173,   554,18690413,    0,    0
   173,   554,18690414,    0,    0
   173,   554,18690415,    7,    0
   173,   554,18690416,   11,    0
   173,   554,18690417,   11,    0
   173,   554,18690418,    0,    0
   173,   554,18690419,  159,    0
   173,   554,18690420,    0,    0
   173,   554,18690421,    0,    0
   173,   554,18690422,    0,    0
   173,   554,18690423,    0,    0
   173,   554,18690424,    0,    0
   173,   554,18690425,   50,    0
   173,   554,18690426,    0,    0
   173,   554,18690427,    0,    0
   173,   554,18690428,    0,    0
   173,   554,18690429,    0,    0
   173,   554,18690430,    0,    0
   173,   554,18690501,    0,    0
   173,   554,18690502,    0,    0
   173,   554,18690503,    0,    0
   173,   554,18690504,    0,    0
   173,   554,18690505,    6,    0
   173,   554,18690506,   45,    0
   173,   554,18690507,   57,    0
   173,   554,18690508,  299,    0
   173,   554,18690509,    0,    0
   173,   554,18690510,    0,    0
   173,   554,18690511,   70,    0
   173,   554,18690512,    0,    0
   173,   554,18690513,    0,    0
   173,   554,18690514,   15,    0
   173,   554,18690515,   23,    0
   173,   554,18690516,    3,    0
   173,   554,18690517,    0,    0
   173,   554,18690518,    5,    0
   173,   554,18690519,    0,    0
   173,   554,18690520,    0,    0
   173,   554,18690521,   57,    0
   173,   554,18690522,    0,    0
   173,   554,18690523,    0,    0
   173,   554,18690524,    1,    0
   173,   554,18690525,  232,    0
   173,   554,18690526,    0,    0
   173,   554,18690527,    0,    0
   173,   554,18690528,    0,    0
   173,   554,18690529,    0,    0
   173,   554,18690530,    0,    0
   173,   554,18690531,   57,    0
   173,   554,18690601,    6,    0
   173,   554,18690602,    0,    0
   173,   554,18690603,    0,    0
   173,   554,18690604,    0,    0
   173,   554,18690605,    0,    0
   173,   554,18690606,    0,    0
   173,   554,18690607,    0,    0
   173,   554,18690608,    0,    0
   173,   554,18690609,    0,    0
   173,   554,18690610,    0,    0
   173,   554,18690611,    0,    0
   173,   554,18690612,    0,    0
   173,   554,18690613,    0,    0
   173,   554,18690614,    0,    0
   173,   554,18690615,   98,    0
   173,   554,18690616,   11,    0
   173,   554,18690617,    0,    0
   173,   554,18690618,   70,    0
   173,   554,18690619,   36,    0
   173,   554,18690620,   57,    0
   173,   554,18690621,  340,    0
   173,   554,18690622,    0,    0
   173,   554,18690623,    0,    0
   173,   554,18690624,    0,    0
   173,   554,18690625,    0,    0
   173,   554,18690626,    0,    0
   173,   554,18690627,    0,    0
   173,   554,18690628,   25,    0
   173,   554,18690629,    0,    0
   173,   554,18690630,  438,    0
   173,   554,18690701,  254,    0
   173,   554,18690702,    0,    0
   173,   554,18690703,    0,    0
   173,   554,18690704,   11,    0
   173,   554,18690705,    0,    0
   173,   554,18690706,    0,    0
   173,   554,18690707,    0,    0
   173,   554,18690708,    0,    0
   173,   554,18690709,    0,    0
   173,   554,18690710,    0,    0
   173,   554,18690711,    0,    0
   173,   554,18690712,    0,    0
   173,   554,18690713,   39,    0
   173,   554,18690714,    0,    0
   173,   554,18690715,    0,    0
   173,   554,18690716,    0,    0
   173,   554,18690717,    0,    0
   173,   554,18690718,    0,    0
   173,   554,18690719,    0,    0
   173,   554,18690720,    0,    0
   173,   554,18690721,    0,    0
   173,   554,18690722,    0,    0
   173,   554,18690723,    0,    0
   173,   554,18690724,    0,    0
   173,   554,18690725,    0,    0
   173,   554,18690726,    0,    0
   173,   554,18690727,    0,    0
   173,   554,18690728,    0,    0
   173,   554,18690729,    0,    0
   173,   554,18690730,    0,    0
   173,   554,18690731,    0,    0
   173,   554,18690801,  163,    0
   173,   554,18690802,    0,    0
   173,   554,18690803,    0,    0
   173,   554,18690804,    0,    0
   173,   554,18690805,    0,    0
   173,   554,18690806,    0,    0
   173,   554,18690807,    0,    0
   173,   554,18690808,    0,    0
   173,   554,18690809,    0,    0
   173,   554,18690810,    0,    0
   173,   554,18690811,    0,    0
   173,   554,18690812,    0,    0
   173,   554,18690813,    2,    0
   173,   554,18690814,  147,    0
   173,   554,18690815,   59,    0
   173,   554,18690816,    0,    0
   173,   554,18690817,   82,    0
   173,   554,18690818,    0,    0
   173,   554,18690819,    0,    0
   173,   554,18690820,    0,    0
   173,   554,18690821,    0,    0
   173,   554,18690822,    0,    0
   173,   554,18690823,    0,    0
   173,   554,18690824,    0,    0
   173,   554,18690825,    0,    0
   173,   554,18690826,    0,    0
   173,   554,18690827,    0,    0
   173,   554,18690828,    0,    0
   173,   554,18690829,    0,    0
   173,   554,18690830,    0,    0
   173,   554,18690831,   40,    0
   173,   554,18690901,   10,    0
   173,   554,18690902,    0,    0
   173,   554,18690903,    0,    0
   173,   554,18690904,    0,    0
   173,   554,18690905,    0,    0
   173,   554,18690906,  108,    0
   173,   554,18690907,   36,    0
   173,   554,18690908,    0,    0
   173,   554,18690909,    0,    0
   173,   554,18690910,    0,    0
   173,   554,18690911,   14,    0
   173,   554,18690912,    0,    0
   173,   554,18690913,    0,    0
   173,   554,18690914,    0,    0
   173,   554,18690915,    0,    0
   173,   554,18690916,    0,    0
   173,   554,18690917,    0,    0
   173,   554,18690918,    0,    0
   173,   554,18690919,   15,    0
   173,   554,18690920,   49,    0
   173,   554,18690921,  164,    0
   173,   554,18690922,    0,    0
   173,   554,18690923,    0,    0
   173,   554,18690924,    0,    0
   173,   554,18690925,    0,    0
   173,   554,18690926,    0,    0
   173,   554,18690927,    0,    0
   173,   554,18690928,    0,    0
   173,   554,18690929,    0,    0
   173,   554,18690930,    0,    0
   173,   554,18691001,    0,    0
   173,   554,18691002,    0,    0
   173,   554,18691003,    0,    0
   173,   554,18691004,    0,    0
   173,   554,18691005,    0,    0
   173,   554,18691006,    0,    0
   173,   554,18691007,    0,    0
   173,   554,18691008,    0,    0
   173,   554,18691009,    0,    0
   173,   554,18691010,    0,    0
   173,   554,18691011,    0,    0
   173,   554,18691012,    0,    0
   173,   554,18691013,    0,    0
   173,   554,18691014,    0,    0
   173,   554,18691015,   12,    0
   173,   554,18691016,   25,    0
   173,   554,18691017,   11,    0
   173,   554,18691018,    0,    0
   173,   554,18691019,   68,    0
   173,   554,18691020,   84,    0
   173,   554,18691021,   52,    0
   173,   554,18691022,    0,    0
   173,   554,18691023,    0,    0
   173,   554,18691024,    0,    0
   173,   554,18691025,    0,    0
   173,   554,18691026,    0,    0
   173,   554,18691027,    0,    0
   173,   554,18691028,    0,    0
   173,   554,18691029,    0,    0
   173,   554,18691030,    0,    0
   173,   554,18691031,    0,    0
   173,   554,18691101,    0,    0
   173,   554,18691102,    0,    0
   173,   554,18691103,    0,    0
   173,   554,18691104,    0,    0
   173,   554,18691105,    0,    0
   173,   554,18691106,    0,    0
   173,   554,18691107,    0,    0
   173,   554,18691108,    0,    0
   173,   554,18691109,    0,    0
   173,   554,18691110,    0,    0
   173,   554,18691111,    0,    0
   173,   554,18691112,    0,    0
   173,   554,18691113,    0,    0
   173,   554,18691114,    0,    0
   173,   554,18691115,    0,    0
   173,   554,18691116,    0,    0
   173,   554,18691117,    0,    0
   173,   554,18691118,    0,    0
   173,   554,18691119,    0,    0
   173,   554,18691120,   68,    0
   173,   554,18691121,  517,    0
   173,   554,18691122,  107,    0
   173,   554,18691123,   68,    0
   173,   554,18691124,  200,    0
   173,   554,18691125,    3,    0
   173,   554,18691126,    0,    0
   173,   554,18691127,    0,    0
   173,   554,18691128,    0,    0
   173,   554,18691129,    0,    0
   173,   554,18691130,    0,    0
   173,   554,18691201,   36,    0
   173,   554,18691202,   82,    0
   173,   554,18691203,  150,    0
   173,   554,18691204,  459,    0
   173,   554,18691205,  136,    0
   173,   554,18691206,    0,    0
   173,   554,18691207,    0,    0
   173,   554,18691208,  172,    0
   173,   554,18691209,  102,    0
   173,   554,18691210,  150,    0
   173,   554,18691211,  141,    0
   173,   554,18691212,   84,    0
   173,   554,18691213,   11,    0
   173,   554,18691214,    0,    0
   173,   554,18691215,    0,    0
   173,   554,18691216,    0,    0
   173,   554,18691217,    0,    0
   173,   554,18691218,    0,    0
   173,   554,18691219,    0,    0
   173,   554,18691220,    0,    0
   173,   554,18691221,  354,    0
   173,   554,18691222,  159,    0
   173,   554,18691223,   11,    0
   173,   554,18691224,    0,    0
   173,   554,18691225,    0,    0
   173,   554,18691226,   40,    0
   173,   554,18691227,   17,    0
   173,   554,18691228,    0,    0
   173,   554,18691229,    0,    0
   173,   554,18691230,    0,    0
   173,   554,18691231,    0,    0
   173,   554,18700101,    0,    0
   173,   554,18700102,   48,    0
   173,   554,18700103,    0,    0
   173,   554,18700104,    0,    0
   173,   554,18700105,    0,    0
   173,   554,18700106,   11,    0
   173,   554,18700107,    0,    0
   173,   554,18700108,   32,    0
   173,   554,18700109,   79,    0
   173,   554,18700110,   11,    0
   173,   554,18700111,    0,    0
   173,   554,18700112,    0,    0
   173,   554,18700113,    0,    0
   173,   554,18700114,    0,    0
   173,   554,18700115,    0,    0
   173,   554,18700116,    0,    0
   173,   554,18700117,    0,    0
   173,   554,18700118,    0,    0
   173,   554,18700119,    0,    0
   173,   554,18700120,   11,    0
   173,   554,18700121,    0,    0
   173,   554,18700122,    0,    0
   173,   554,18700123,    0,    0
   173,   554,18700124,    0,    0
   173,   554,18700125,    0,    0
   173,   554,18700126,    0,    0
   173,   554,18700127,    0,    0
   173,   554,18700128,    0,    0
   173,   554,18700129,    0,    0
   173,   554,18700130,    0,    0
   173,   554,18700131,    0,    0
   173,   554,18700201,    0,    0
   173,   554,18700202,    0,    0
   173,   554,18700203,    0,    0
   173,   554,18700204,    0,    0
   173,   554,18700205,   45,    0
   173,   554,18700206,    0,    0
   173,   554,18700207,    0,    0
   173,   554,18700208,    0,    0
   173,   554,18700209,    0,    0
   173,   554,18700210,    0,    0
   173,   554,18700211,    0,    0
   173,   554,18700212,    0,    0
   173,   554,18700213,    0,    0
   173,   554,18700214,  420,    0
   173,   554,18700215,    3,    0
   173,   554,18700216,    0,    0
   173,   554,18700217,   25,    0
   173,   554,18700218,   34,    0
   173,   554,18700219,    0,    0
   173,   554,18700220,   11,    0
   173,   554,18700221,    0,    0
   173,   554,18700222,    0,    0
   173,   554,18700223,    0,    0
   173,   554,18700224,   15,    0
   173,   554,18700225,    0,    0
   173,   554,18700226,    0,    0
   173,   554,18700227,    0,    0
   173,   554,18700228,    0,    0
   173,   554,18700301,    0,    0
   173,   554,18700302,    0,    0
   173,   554,18700303,    0,    0
   173,   554,18700304,  119,    0
   173,   554,18700305,    0,    0
   173,   554,18700306,    0,    0
   173,   554,18700307,    0,    0
   173,   554,18700308,    0,    0
   173,   554,18700309,    0,    0
   173,   554,18700310,    0,    0
   173,   554,18700311,    0,    0
   173,   554,18700312,    0,    0
   173,   554,18700313,   75,    0
   173,   554,18700314,    0,    0
   173,   554,18700315,    0,    0
   173,   554,18700316,    0,    0
   173,   554,18700317,    0,    0
   173,   554,18700318,    0,    0
   173,   554,18700319,    0,    0
   173,   554,18700320,    0,    0
   173,   554,18700321,    0,    0
   173,   554,18700322,    0,    0
   173,   554,18700323,   68,    0
   173,   554,18700324,    0,    0
   173,   554,18700325,    0,    0
   173,   554,18700326,    0,    0
   173,   554,18700327,    0,    0
   173,   554,18700328,    0,    0
   173,   554,18700329,    0,    0
   173,   554,18700330,    0,    0
   173,   554,18700331,    0,    0
   173,   554,18700401,    0,    0
   173,   554,18700402,    0,    0
   173,   554,18700403,    0,    0
   173,   554,18700404,    0,    0
   173,   554,18700405,    0,    0
   173,   554,18700406,    0,    0
   173,   554,18700407,    0,    0
   173,   554,18700408,    0,    0
   173,   554,18700409,   62,    0
   173,   554,18700410,    0,    0
   173,   554,18700411,    0,    0
   173,   554,18700412,    0,    0
   173,   554,18700413,    0,    0
   173,   554,18700414,    0,    0
   173,   554,18700415,    0,    0
   173,   554,18700416,    0,    0
   173,   554,18700417,    0,    0
   173,   554,18700418,    0,    0
   173,   554,18700419,    0,    0
   173,   554,18700420,    0,    0
   173,   554,18700421,    0,    0
   173,   554,18700422,    0,    0
   173,   554,18700423,    0,    0
   173,   554,18700424,    0,    0
   173,   554,18700425,    0,    0
   173,   554,18700426,    0,    0
   173,   554,18700427,    0,    0
   173,   554,18700428,    0,    0
   173,   554,18700429,  244,    0
   173,   554,18700430,    0,    0
   173,   554,18700501,    0,    0
   173,   554,18700502,   34,    0
   173,   554,18700503,    0,    0
   173,   554,18700504,    0,    0
   173,   554,18700505,    0,    0
   173,   554,18700506,    0,    0
   173,   554,18700507,    0,    0
   173,   554,18700508,    0,    0
   173,   554,18700509,    0,    0
   173,   554,18700510,  120,    0
   173,   554,18700511,    0,    0
   173,   554,18700512,    0,    0
   173,   554,18700513,    0,    0
   173,   554,18700514,    0,    0
   173,   554,18700515,    0,    0
   173,   554,18700516,    0,    0
   173,   554,18700517,    0,    0
   173,   554,18700518,    0,    0
   173,   554,18700519,    0,    0
   173,   554,18700520,    0,    0
   173,   554,18700521,    0,    0
   173,   554,18700522,    0,    0
   173,   554,18700523,    0,    0
   173,   554,18700524,    0,    0
   173,   554,18700525,    0,    0
   173,   554,18700526,    0,    0
   173,   554,18700527,    0,    0
   173,   554,18700528,    0,    0
   173,   554,18700529,    0,    0
   173,   554,18700530,    0,    0
   173,   554,18700531,    0,    0
   173,   554,18700601,  113,    0
   173,   554,18700602,    0,    0
   173,   554,18700603,    0,    0
   173,   554,18700604,   74,    0
   173,   554,18700605,  113,    0
   173,   554,18700606,   45,    0
   173,   554,18700607,  102,    0
   173,   554,18700608,    0,    0
   173,   554,18700609,   93,    0
   173,   554,18700610,   34,    0
   173,   554,18700611,    0,    0
   173,   554,18700612,    0,    0
   173,   554,18700613,    0,    0
   173,   554,18700614,   14,    0
   173,   554,18700615,    2,    0
   173,   554,18700616,   40,    0
   173,   554,18700617,    0,    0
   173,   554,18700618,    0,    0
   173,   554,18700619,    0,    0
   173,   554,18700620,    0,    0
   173,   554,18700621,    0,    0
   173,   554,18700622,    0,    0
   173,   554,18700623,    0,    0
   173,   554,18700624,  193,    0
   173,   554,18700625,   11,    0
   173,   554,18700626,    0,    0
   173,   554,18700627,    0,    0
   173,   554,18700628,    0,    0
   173,   554,18700629,    0,    0
   173,   554,18700630,    0,    0
   173,   554,18700701,    0,    0
